









Frequency of observations in the selected location(s).:
Number of taxa: 	169

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Wood Thrush (<em class="sci">Hylocichla mustelina</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.25	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Robin (<em class="sci">Turdus migratorius</em>)	0.5	0.5	0.625	0.7142857142857143	0.5714285714285714	0.3333333333333333	1.0	0.3333333333333333	0.5714285714285714	0.75	0.7692307692307693	0.9583333333333334	0.9333333333333333	0.95	1.0	0.9285714285714286	1.0	0.9583333333333334	0.95	0.9545454545454546	1.0	1.0	0.8571428571428571	0.8333333333333334	0.875	1.0	1.0	1.0	1.0	0.9090909090909091	0.6	0.21428571428571427	0.7272727272727273	0.375	0.7272727272727273	0.8571428571428571	0.9166666666666666	0.9	1.0	1.0	0.7777777777777778	0.8333333333333334	0.8571428571428571	0.5	0.16666666666666666	0.5	0.3333333333333333	0.7142857142857143	
Gray Catbird (<em class="sci">Dumetella carolinensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3888888888888889	0.8333333333333334	0.95	0.7727272727272727	0.8	0.8125	0.7857142857142857	0.9166666666666666	0.75	0.75	1.0	0.875	1.0	0.8181818181818182	1.0	0.7857142857142857	0.8181818181818182	0.5	0.8181818181818182	0.6428571428571429	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brown Thrasher (<em class="sci">Toxostoma rufum</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.10714285714285714	0.0	0.0	0.15	0.045454545454545456	0.06666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Mockingbird (<em class="sci">Mimus polyglottos</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045454545454545456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	
European Starling (<em class="sci">Sturnus vulgaris</em>)	0.16666666666666666	0.0	0.125	0.0	0.0	0.0	0.42857142857142855	0.3333333333333333	0.2857142857142857	0.5	0.6923076923076923	0.6666666666666666	0.7333333333333333	0.6	0.5416666666666666	0.5357142857142857	0.5	0.625	0.55	0.5909090909090909	0.4666666666666667	0.8125	0.7857142857142857	0.75	0.375	0.5	0.2857142857142857	0.0	0.25	0.09090909090909091	0.1	0.2857142857142857	0.18181818181818182	0.25	0.09090909090909091	0.2857142857142857	0.3333333333333333	0.3	0.09090909090909091	0.14285714285714285	0.2222222222222222	0.16666666666666666	0.42857142857142855	0.5	0.3333333333333333	0.0	0.0	0.14285714285714285	
American Pipit (<em class="sci">Anthus rubescens</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	
Cedar Waxwing (<em class="sci">Bombycilla cedrorum</em>)	0.0	0.0	0.0	0.14285714285714285	0.0	0.3333333333333333	0.14285714285714285	0.0	0.0	0.0	0.0	0.08333333333333333	0.06666666666666667	0.0	0.0	0.0	0.1111111111111111	0.08333333333333333	0.3	0.8181818181818182	0.8	0.8125	0.7857142857142857	0.6666666666666666	0.75	0.75	1.0	1.0	1.0	0.45454545454545453	0.5	0.5	0.2727272727272727	0.25	0.18181818181818182	0.42857142857142855	0.4166666666666667	0.3	0.18181818181818182	0.2857142857142857	0.3333333333333333	0.16666666666666666	0.42857142857142855	0.625	0.16666666666666666	0.0	0.0	0.0	
Snow Bunting (<em class="sci">Plectrophenax nivalis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ovenbird (<em class="sci">Seiurus aurocapilla</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Louisiana Waterthrush (<em class="sci">Parkesia motacilla</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Waterthrush (<em class="sci">Parkesia noveboracensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-winged Warbler (<em class="sci">Vermivora cyanoptera</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3888888888888889	0.7083333333333334	0.55	0.7727272727272727	0.8666666666666667	0.8125	0.7857142857142857	0.6666666666666666	0.5	0.5	0.42857142857142855	0.375	0.125	0.09090909090909091	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-and-white Warbler (<em class="sci">Mniotilta varia</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tennessee Warbler (<em class="sci">Oreothlypis peregrina</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.15	0.045454545454545456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Orange-crowned Warbler (<em class="sci">Oreothlypis celata</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Nashville Warbler (<em class="sci">Oreothlypis ruficapilla</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.15	0.045454545454545456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.08333333333333333	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mourning Warbler (<em class="sci">Geothlypis philadelphia</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Yellowthroat (<em class="sci">Geothlypis trichas</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05555555555555555	0.2916666666666667	0.35	0.5	0.3333333333333333	0.5625	0.7142857142857143	0.25	0.375	0.0	0.14285714285714285	0.5	0.25	0.18181818181818182	0.1	0.07142857142857142	0.09090909090909091	0.0	0.09090909090909091	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Redstart (<em class="sci">Setophaga ruticilla</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.05	0.09090909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.07142857142857142	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Parula (<em class="sci">Setophaga americana</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05555555555555555	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Magnolia Warbler (<em class="sci">Setophaga magnolia</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.09090909090909091	0.375	0.09090909090909091	0.07142857142857142	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bay-breasted Warbler (<em class="sci">Setophaga castanea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.045454545454545456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blackburnian Warbler (<em class="sci">Setophaga fusca</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow Warbler (<em class="sci">Setophaga petechia</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03571428571428571	0.5	0.9166666666666666	0.95	0.8181818181818182	0.7333333333333333	0.8125	0.7857142857142857	0.6666666666666666	0.625	0.0	0.0	0.5	0.625	0.18181818181818182	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Chestnut-sided Warbler (<em class="sci">Setophaga pensylvanica</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05555555555555555	0.125	0.05	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.07142857142857142	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blackpoll Warbler (<em class="sci">Setophaga striata</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.18181818181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-throated Blue Warbler (<em class="sci">Setophaga caerulescens</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Palm Warbler (<em class="sci">Setophaga palmarum</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05555555555555555	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.45454545454545453	0.35714285714285715	0.25	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pine Warbler (<em class="sci">Setophaga pinus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.03571428571428571	0.05555555555555555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-rumped Warbler (<em class="sci">Setophaga coronata</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03571428571428571	0.1111111111111111	0.3333333333333333	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.75	0.4	0.5454545454545454	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-throated Green Warbler (<em class="sci">Setophaga virens</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05555555555555555	0.125	0.1	0.045454545454545456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.14285714285714285	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Canada Warbler (<em class="sci">Cardellina canadensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wilson's Warbler (<em class="sci">Cardellina pusilla</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
warbler sp. (Parulidae sp.) (<em class="sci">Parulidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Grasshopper Sparrow (<em class="sci">Ammodramus savannarum</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Tree Sparrow (<em class="sci">Spizelloides arborea</em>)	0.3333333333333333	0.0	0.625	0.42857142857142855	0.42857142857142855	0.5	0.0	0.16666666666666666	0.0	0.25	0.07692307692307693	0.16666666666666666	0.26666666666666666	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18181818181818182	0.5	0.5555555555555556	0.5	0.7142857142857143	0.625	0.6666666666666666	0.5	1.0	0.5714285714285714	
Chipping Sparrow (<em class="sci">Spizella passerina</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.25	0.35714285714285715	0.6111111111111112	0.5833333333333334	0.4	0.4090909090909091	0.26666666666666666	0.25	0.35714285714285715	0.6666666666666666	0.5	1.0	1.0	1.0	0.5	0.36363636363636365	0.5	0.2857142857142857	0.09090909090909091	0.125	0.09090909090909091	0.07142857142857142	0.0	0.0	0.18181818181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Clay-colored Sparrow (<em class="sci">Spizella pallida</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.18181818181818182	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Field Sparrow (<em class="sci">Spizella pusilla</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.7083333333333334	0.75	1.0	1.0	0.95	0.8181818181818182	0.8	0.875	0.8571428571428571	0.9166666666666666	0.875	1.0	1.0	1.0	0.75	0.8181818181818182	0.9	0.42857142857142855	0.2727272727272727	0.25	0.2727272727272727	0.07142857142857142	0.08333333333333333	0.3	0.36363636363636365	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Tree Sparrow/Spizella sp. (<em class="sci">Spizelloides/Spizella sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Fox Sparrow (<em class="sci">Passerella iliaca</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21428571428571427	0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Dark-eyed Junco (<em class="sci">Junco hyemalis</em>)	0.5	0.0	0.25	0.14285714285714285	0.42857142857142855	0.3333333333333333	0.42857142857142855	0.16666666666666666	0.42857142857142855	0.16666666666666666	0.23076923076923078	0.4583333333333333	0.6	0.4	0.16666666666666666	0.0	0.05555555555555555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.1	0.2727272727272727	0.7857142857142857	0.6666666666666666	0.5	1.0	0.75	0.8333333333333334	0.6666666666666666	0.6666666666666666	0.42857142857142855	
White-crowned Sparrow (<em class="sci">Zonotrichia leucophrys</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.21428571428571427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-throated Sparrow (<em class="sci">Zonotrichia albicollis</em>)	0.16666666666666666	0.25	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.13333333333333333	0.1	0.16666666666666666	0.17857142857142858	0.3333333333333333	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.2857142857142857	0.8333333333333334	0.8	0.36363636363636365	0.5714285714285714	0.2222222222222222	0.0	0.0	0.125	0.0	0.0	0.0	0.0	
Vesper Sparrow (<em class="sci">Pooecetes gramineus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06666666666666667	0.15	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Savannah Sparrow (<em class="sci">Passerculus sandwichensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06666666666666667	0.25	0.2916666666666667	0.39285714285714285	0.3888888888888889	0.125	0.05	0.18181818181818182	0.13333333333333333	0.25	0.2857142857142857	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Song Sparrow (<em class="sci">Melospiza melodia</em>)	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.08333333333333333	0.23076923076923078	0.4583333333333333	0.7333333333333333	0.95	0.9583333333333334	0.8214285714285714	0.9444444444444444	0.9583333333333334	0.95	0.8636363636363636	1.0	1.0	0.9285714285714286	0.9166666666666666	0.875	1.0	1.0	1.0	0.875	0.7272727272727273	0.6	0.2857142857142857	0.36363636363636365	0.375	0.45454545454545453	0.6428571428571429	0.8333333333333334	0.8	0.45454545454545453	0.2857142857142857	0.1111111111111111	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	
Lincoln's Sparrow (<em class="sci">Melospiza lincolnii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Swamp Sparrow (<em class="sci">Melospiza georgiana</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Towhee (<em class="sci">Pipilo erythrophthalmus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.08333333333333333	0.35714285714285715	0.6111111111111112	0.6666666666666666	0.6	0.5	0.6666666666666666	0.3125	0.21428571428571427	0.16666666666666666	0.125	0.25	0.42857142857142855	0.0	0.375	0.0	0.0	0.0	0.18181818181818182	0.0	0.0	0.14285714285714285	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sparrow sp. (<em class="sci">Emberizidae sp. (sparrow sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Scarlet Tanager (<em class="sci">Piranga olivacea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.75	0.36363636363636365	0.2	0.3125	0.21428571428571427	0.3333333333333333	0.5	0.5	0.42857142857142855	0.5	0.0	0.18181818181818182	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Cardinal (<em class="sci">Cardinalis cardinalis</em>)	1.0	0.5	0.625	0.8571428571428571	0.5714285714285714	1.0	0.7142857142857143	0.8333333333333334	0.8571428571428571	0.9166666666666666	0.9230769230769231	0.8333333333333334	0.8	0.75	0.7916666666666666	0.7857142857142857	0.8888888888888888	0.875	0.9	0.8181818181818182	0.8666666666666667	0.8125	0.9285714285714286	0.8333333333333334	0.75	1.0	0.8571428571428571	0.75	0.75	0.9090909090909091	0.9	0.7142857142857143	0.6363636363636364	0.75	0.7272727272727273	0.7142857142857143	0.9166666666666666	1.0	0.6363636363636364	1.0	0.7777777777777778	0.5	1.0	0.875	0.8333333333333334	0.3333333333333333	1.0	0.42857142857142855	
